f1,f2,f3,f4,f5,label
0.063034,0.903001,0.814068,0.314242,0.973527,18.000000
0.287938,0.889305,0.880749,0.757658,0.563470,17.000000
0.120003,0.531972,0.356796,0.792217,0.758129,20.000000
0.910613,0.014830,0.809103,0.938462,0.789300,22.000000
0.130194,0.081279,0.020845,0.628745,0.629673,8.000000
0.986914,0.398043,0.331906,0.624425,0.825609,14.000000
0.936774,0.803124,0.426674,0.634914,0.856299,23.000000
0.490610,0.216687,0.169723,0.000158,0.718238,4.000000
0.111097,0.243839,0.297876,0.560380,0.397957,3.000000
0.674674,0.055639,0.123939,0.499212,0.336965,4.000000
0.295813,0.067028,0.895719,0.691819,0.121618,12.000000
0.065046,0.974873,0.681173,0.417456,0.701731,18.000000
0.756332,0.779962,0.477877,0.429883,0.011028,15.000000
0.926557,0.603308,0.203154,0.919603,0.914932,23.000000
0.989184,0.874057,0.997784,0.244686,0.842250,10.000000
0.823028,0.230940,0.098438,0.979421,0.296025,7.000000
0.870892,0.004127,0.021025,0.465871,0.238715,7.000000
0.689841,0.565564,0.077486,0.162628,0.388049,16.000000
0.185604,0.792222,0.416070,0.093432,0.484343,25.000000
0.090838,0.128937,0.239610,0.859528,0.924613,6.000000
0.826258,0.334077,0.272446,0.549156,0.721853,7.000000
0.993373,0.131571,0.049292,0.694356,0.832226,14.000000
0.846349,0.678464,0.954016,0.511005,0.913815,10.000000
0.967812,0.847157,0.309759,0.196216,0.548120,16.000000
0.453015,0.877758,0.100032,0.257740,0.751799,20.000000
0.094987,0.320764,0.387155,0.622594,0.158133,3.000000
0.860604,0.447542,0.917022,0.467870,0.275040,9.000000
0.141829,0.003745,0.532157,0.107157,0.391728,3.000000
0.589272,0.275686,0.175224,0.774722,0.946791,6.000000
0.100440,0.155590,0.960013,0.037784,0.977632,13.000000
0.004644,0.873669,0.307325,0.938589,0.316945,8.000000
0.654306,0.080033,0.242330,0.773679,0.528686,7.000000
0.927969,0.428751,0.869812,0.448955,0.979248,13.000000
0.959834,0.329137,0.885924,0.847611,0.210680,5.000000
0.624290,0.072682,0.836711,0.174546,0.070815,12.000000
0.400219,0.576922,0.854917,0.974243,0.439493,17.000000
0.060447,0.749116,0.565173,0.447891,0.309269,2.000000
0.502399,0.338680,0.757012,0.543894,0.876848,22.000000
0.543544,0.238262,0.851092,0.557219,0.206841,12.000000
0.623508,0.357717,0.844406,0.453300,0.726441,13.000000
0.095536,0.396024,0.983241,0.808460,0.159941,22.000000
0.277764,0.329816,0.650366,0.756995,0.749527,22.000000
0.509874,0.810821,0.437078,0.123881,0.564442,25.000000
0.952301,0.792994,0.578701,0.646806,0.930562,10.000000
0.428343,0.331394,0.977242,0.863443,0.323044,22.000000
0.463781,0.415078,0.149096,0.957819,0.404312,8.000000
0.875329,0.189356,0.547871,0.023961,0.764220,13.000000
0.580914,0.625590,0.051721,0.211038,0.074331,15.000000
0.288914,0.627439,0.566186,0.612150,0.549251,17.000000
0.273029,0.244507,0.137060,0.849071,0.616479,8.000000
0.186511,0.177209,0.873036,0.742731,0.659399,22.000000
0.406864,0.261976,0.979451,0.797240,0.301779,22.000000
0.847565,0.758932,0.297081,0.426553,0.185953,15.000000
0.111052,0.722762,0.267512,0.820059,0.995609,20.000000
0.076620,0.473035,0.802063,0.788951,0.759997,18.000000
0.348995,0.453853,0.594968,0.973941,0.327547,17.000000
0.923144,0.269357,0.989074,0.670264,0.463511,10.000000
0.613390,0.272531,0.274174,0.113555,0.114050,19.000000
0.347672,0.762855,0.607971,0.102585,0.852237,25.000000
0.601368,0.960856,0.670185,0.175175,0.473783,25.000000
0.648498,0.028265,0.014910,0.129403,0.251664,11.000000
0.429549,0.487440,0.138028,0.673392,0.596138,7.000000
0.294464,0.013660,0.077648,0.391695,0.153974,4.000000
0.376820,0.628183,0.547237,0.231176,0.343822,19.000000
0.614031,0.860855,0.753213,0.553400,0.362293,0.000000
0.365051,0.879417,0.039244,0.987983,0.664375,23.000000
0.681138,0.037998,0.605529,0.484778,0.105779,5.000000
0.277922,0.890314,0.549988,0.413417,0.072682,0.000000
0.714122,0.702851,0.614044,0.510263,0.433784,9.000000
0.593271,0.233395,0.941259,0.588795,0.311192,12.000000
0.449680,0.805685,0.161616,0.292836,0.679508,20.000000
0.315489,0.792502,0.130453,0.762686,0.068352,8.000000
0.012593,0.898224,0.581339,0.351827,0.232595,2.000000
0.616886,0.509002,0.991598,0.983216,0.635025,10.000000
0.442871,0.491141,0.682479,0.101575,0.328352,19.000000
0.075272,0.073361,0.195839,0.485253,0.784774,20.000000
0.485496,0.335477,0.082353,0.550296,0.271269,7.000000
0.614934,0.977188,0.111314,0.212125,0.473095,24.000000
0.968614,0.771810,0.898229,0.333715,0.992038,10.000000
0.102833,0.052973,0.855603,0.927265,0.090585,22.000000
0.113427,0.033174,0.104508,0.209420,0.970077,20.000000
0.667860,0.778553,0.776139,0.535074,0.797489,10.000000
0.595808,0.314546,0.561110,0.533509,0.823453,4.000000
0.981727,0.411043,0.763391,0.099763,0.776831,13.000000
0.371417,0.039390,0.363246,0.610643,0.119250,9.000000
0.924034,0.077672,0.930007,0.707138,0.329712,5.000000
0.390750,0.740809,0.601471,0.671643,0.389165,17.000000
0.487813,0.989867,0.213923,0.417856,0.291823,15.000000
0.765112,0.764013,0.292445,0.081390,0.011433,24.000000
0.427451,0.410338,0.988390,0.469802,0.256418,12.000000
0.891229,0.491068,0.599176,0.095669,0.382916,16.000000
0.944224,0.589505,0.344502,0.625667,0.910411,23.000000
0.273991,0.505117,0.958691,0.172396,0.719664,25.000000
0.614481,0.679675,0.351220,0.313879,0.684210,16.000000
0.215543,0.419655,0.188175,0.008305,0.970057,20.000000
0.431703,0.969350,0.140324,0.587367,0.200974,15.000000
0.790074,0.783703,0.112607,0.912064,0.194630,23.000000
0.612977,0.985634,0.882397,0.956564,0.342599,17.000000
0.105576,0.188347,0.500495,0.793230,0.150154,3.000000
0.659732,0.323578,0.341202,0.661918,0.466999,7.000000
0.812033,0.155919,0.789948,0.064235,0.194054,12.000000
0.656150,0.854926,0.252680,0.327192,0.537121,24.000000
0.211573,0.811156,0.773637,0.145292,0.463830,25.000000
0.774828,0.337330,0.633107,0.050213,0.608689,13.000000
0.152653,0.830583,0.355449,0.281554,0.840889,20.000000
0.050144,0.396609,0.370004,0.284800,0.911754,20.000000
0.750928,0.063923,0.714687,0.527299,0.900868,13.000000
0.312946,0.574162,0.500755,0.489561,0.456105,3.000000
0.205629,0.755710,0.451336,0.958516,0.260808,17.000000
0.682744,0.940717,0.663458,0.871273,0.827481,10.000000
0.360118,0.600124,0.156261,0.535526,0.230422,15.000000
0.743737,0.528058,0.411227,0.268797,0.998698,13.000000
0.071711,0.043561,0.217257,0.971072,0.979238,6.000000
0.654928,0.880107,0.213962,0.972042,0.142785,23.000000
0.101125,0.112212,0.573128,0.780974,0.366667,3.000000
0.977896,0.434420,0.150449,0.465967,0.679037,7.000000
0.832226,0.458768,0.593607,0.267345,0.645917,16.000000
0.985972,0.049054,0.886531,0.562283,0.252099,5.000000
0.954890,0.483354,0.331690,0.181498,0.244452,16.000000
0.832849,0.614410,0.913246,0.231968,0.121139,12.000000
0.006088,0.507862,0.998307,0.694965,0.308395,22.000000
0.876859,0.781722,0.015415,0.816860,0.300527,23.000000
0.149673,0.226331,0.468580,0.424868,0.288887,3.000000
0.172218,0.762231,0.990110,0.777792,0.295937,17.000000
0.244809,0.217666,0.136695,0.551331,0.605400,4.000000
0.705503,0.680213,0.292333,0.330311,0.681515,16.000000
0.349448,0.212623,0.374336,0.272084,0.088313,3.000000
0.830139,0.853111,0.219750,0.064772,0.738827,16.000000
0.211529,0.393435,0.064135,0.226270,0.792902,20.000000
0.804396,0.207085,0.335914,0.134238,0.074173,11.000000
0.992172,0.655594,0.542097,0.765499,0.840077,10.000000
0.806715,0.016539,0.186808,0.654905,0.375759,7.000000
0.982483,0.665405,0.956549,0.201446,0.863957,25.000000
0.321352,0.989565,0.157689,0.516340,0.792845,20.000000
0.432642,0.468084,0.986356,0.425308,0.604072,12.000000
0.054540,0.842210,0.648168,0.404020,0.016170,2.000000
0.591669,0.012658,0.001204,0.616099,0.189017,7.000000
0.191888,0.653272,0.053697,0.313406,0.149432,15.000000
0.580176,0.661765,0.721136,0.255231,0.089250,19.000000
0.078684,0.426152,0.945844,0.217729,0.256742,21.000000
0.100889,0.605570,0.679873,0.642931,0.861130,18.000000
0.486426,0.134457,0.289405,0.662430,0.613122,4.000000
0.531003,0.682964,0.637391,0.881325,0.586016,17.000000
0.778601,0.248707,0.678183,0.902194,0.385732,9.000000
0.779104,0.724789,0.059526,0.581508,0.130189,15.000000
0.967319,0.811408,0.109724,0.121752,0.594474,16.000000
0.344889,0.034906,0.541642,0.387845,0.101076,3.000000
0.801920,0.915077,0.756594,0.822422,0.216491,10.000000
0.263573,0.208528,0.765063,0.947917,0.716837,22.000000
0.881467,0.638699,0.387660,0.425762,0.075321,15.000000
0.031457,0.695476,0.438429,0.552215,0.557661,20.000000
0.277376,0.475893,0.470760,0.388427,0.820675,20.000000
0.451164,0.603645,0.895520,0.866234,0.890422,18.000000
0.270005,0.034982,0.261067,0.278707,0.909360,4.000000
0.649243,0.081704,0.135379,0.155676,0.630422,4.000000
0.735414,0.859644,0.940637,0.201705,0.309772,25.000000
0.240323,0.358762,0.914665,0.575113,0.738192,1.000000
0.490119,0.028858,0.064195,0.537923,0.718789,4.000000
0.215331,0.721910,0.810666,0.411897,0.746419,18.000000
0.404030,0.678351,0.763997,0.991927,0.345397,17.000000
0.411041,0.165620,0.204073,0.693395,0.917046,6.000000
0.394605,0.179844,0.285099,0.455052,0.290650,4.000000
0.233579,0.735984,0.007845,0.539231,0.793767,20.000000
0.266228,0.603292,0.668900,0.655025,0.445850,17.000000
0.346578,0.835924,0.758446,0.321255,0.103019,0.000000
0.071808,0.094276,0.582869,0.051662,0.336927,3.000000
0.753200,0.294348,0.763308,0.745467,0.245827,9.000000
0.728822,0.747777,0.397454,0.210420,0.521271,16.000000
0.921398,0.639617,0.172922,0.682757,0.427203,23.000000
0.591529,0.734064,0.514947,0.813984,0.722156,17.000000
0.615073,0.150793,0.835949,0.935906,0.136965,5.000000
0.488241,0.258889,0.754523,0.721630,0.140885,9.000000
0.877027,0.180973,0.797259,0.456980,0.328272,9.000000
0.158239,0.167614,0.661891,0.550430,0.122085,3.000000
0.112698,0.072311,0.743767,0.711882,0.058431,3.000000
0.560270,0.084676,0.903746,0.907117,0.698233,22.000000
0.926189,0.811453,0.828539,0.569708,0.306059,10.000000
0.217799,0.327200,0.628495,0.172657,0.258640,21.000000
0.468061,0.233050,0.588644,0.923176,0.748089,22.000000
0.666427,0.582721,0.487948,0.186564,0.894710,13.000000
0.248536,0.091309,0.750015,0.175616,0.371896,12.000000
0.028285,0.137068,0.173204,0.054410,0.656657,3.000000
0.837008,0.373315,0.874576,0.213347,0.325390,12.000000
0.150737,0.620559,0.419870,0.613283,0.761675,20.000000
0.545703,0.627630,0.935250,0.299064,0.359164,25.000000
0.717703,0.611306,0.178533,0.376147,0.467838,15.000000
0.419390,0.178275,0.924430,0.762319,0.481356,22.000000
0.680061,0.897283,0.136174,0.250373,0.542701,24.000000
0.799010,0.036255,0.984018,0.454907,0.359231,12.000000
0.292724,0.174357,0.791574,0.955414,0.413645,22.000000
0.952421,0.823798,0.481051,0.674026,0.434984,23.000000
0.558723,0.058046,0.696263,0.052825,0.817085,13.000000
0.824947,0.237077,0.323663,0.481310,0.596663,4.000000
0.287354,0.592486,0.297787,0.055491,0.002528,19.000000
0.101151,0.792251,0.961431,0.426966,0.512684,18.000000
0.146848,0.551031,0.144655,0.611214,0.933259,20.000000
0.195699,0.764564,0.023502,0.375497,0.110749,15.000000
0.352475,0.173537,0.373305,0.417523,0.300591,3.000000
0.656622,0.918852,0.400595,0.192343,0.270723,24.000000
0.854001,0.571640,0.455011,0.149637,0.449727,16.000000
0.278492,0.943163,0.884070,0.083903,0.516653,25.000000
0.225058,0.410777,0.876848,0.527515,0.334215,12.000000
0.207888,0.800325,0.624518,0.468065,0.217484,0.000000
0.334246,0.959843,0.520090,0.400699,0.521422,0.000000
0.778989,0.340109,0.178706,0.584936,0.665204,7.000000
0.712718,0.881988,0.371174,0.075355,0.958349,16.000000
0.435012,0.623258,0.666305,0.546514,0.205258,0.000000
0.755143,0.803752,0.552976,0.488561,0.113938,0.000000
0.083952,0.339565,0.310846,0.953656,0.783623,20.000000
0.659924,0.517648,0.167368,0.978457,0.375041,23.000000
0.106926,0.493799,0.873998,0.887291,0.010966,17.000000
0.886296,0.271484,0.038972,0.847790,0.863867,14.000000
0.596231,0.574434,0.813120,0.786310,0.890105,10.000000
0.552747,0.967647,0.996147,0.116545,0.849544,25.000000
0.499822,0.387566,0.613072,0.055966,0.506461,19.000000
0.870891,0.213462,0.426390,0.939481,0.428564,7.000000
0.358368,0.440537,0.519453,0.631991,0.800693,18.000000
0.452102,0.817481,0.533721,0.338481,0.657951,18.000000
0.717722,0.558049,0.056615,0.169883,0.285298,15.000000
0.282626,0.673421,0.018349,0.755682,0.265342,8.000000
0.310022,0.527910,0.215926,0.884471,0.085369,8.000000
0.444382,0.849422,0.615844,0.292330,0.420760,25.000000
0.706694,0.973261,0.893139,0.342433,0.998198,25.000000
0.003505,0.027630,0.823841,0.199463,0.060769,21.000000
0.237148,0.426100,0.730566,0.624336,0.237621,3.000000
0.503270,0.926214,0.815008,0.323190,0.982265,18.000000
0.708620,0.062449,0.035161,0.168408,0.727856,4.000000
0.183739,0.511487,0.093260,0.920886,0.343961,8.000000
0.908132,0.944876,0.006129,0.464135,0.024656,15.000000
0.908693,0.518408,0.074944,0.110277,0.383509,16.000000
0.940234,0.692909,0.867619,0.366457,0.043214,9.000000
0.974318,0.017173,0.947652,0.368677,0.010090,5.000000
0.689157,0.980540,0.965626,0.160937,0.181248,25.000000
0.565539,0.637305,0.739418,0.181050,0.959007,13.000000
0.638739,0.847047,0.540066,0.414277,0.977183,18.000000
0.582121,0.866874,0.953292,0.675355,0.548939,10.000000
0.003511,0.040020,0.200851,0.186008,0.254759,3.000000
0.304935,0.360065,0.420538,0.098866,0.042362,19.000000
0.673944,0.537335,0.444144,0.634440,0.827679,23.000000
0.427693,0.641119,0.953572,0.839624,0.426001,17.000000
0.644717,0.177071,0.560522,0.981328,0.518315,22.000000
0.927638,0.407335,0.998845,0.579220,0.042269,5.000000
0.586755,0.274573,0.032481,0.820853,0.275730,7.000000
0.796549,0.288218,0.194326,0.973936,0.361645,7.000000
0.601376,0.609981,0.560473,0.914696,0.674441,17.000000
0.403733,0.862380,0.181063,0.544237,0.950550,20.000000
0.625398,0.816968,0.653561,0.839371,0.944488,17.000000
0.272922,0.169661,0.483991,0.701862,0.227191,3.000000
0.004101,0.342935,0.968859,0.694967,0.401325,22.000000
0.192576,0.356090,0.169839,0.106306,0.906742,20.000000
0.997650,0.164114,0.054523,0.329731,0.461659,11.000000
0.204821,0.301425,0.200871,0.774261,0.712578,20.000000
0.634952,0.387218,0.909041,0.969533,0.173639,9.000000
0.223013,0.525631,0.091251,0.436448,0.581791,20.000000
0.522074,0.330909,0.542446,0.958801,0.206017,9.000000
0.654831,0.043397,0.066416,0.551828,0.104939,4.000000
0.022347,0.171513,0.564849,0.703341,0.202479,3.000000
0.668259,0.182476,0.613457,0.411960,0.653800,4.000000
0.995053,0.937817,0.004282,0.885439,0.066491,23.000000
0.953047,0.281826,0.382035,0.091638,0.112273,11.000000
0.726741,0.944332,0.610748,0.715850,0.761970,10.000000
0.262814,0.045230,0.001873,0.350649,0.241464,4.000000
0.062318,0.179528,0.124499,0.914878,0.140267,8.000000
0.537648,0.593106,0.543489,0.099056,0.318798,19.000000
0.051270,0.395670,0.188599,0.561633,0.692808,20.000000
0.532120,0.434237,0.387333,0.841692,0.219368,9.000000
0.734218,0.757482,0.419200,0.297301,0.470541,16.000000
0.093214,0.045930,0.111603,0.187145,0.504177,4.000000
0.849137,0.235642,0.935162,0.954908,0.958905,10.000000
0.837563,0.363825,0.072684,0.568819,0.558681,7.000000
0.849976,0.995991,0.508157,0.345204,0.185902,24.000000
0.004800,0.509114,0.555519,0.824938,0.504577,17.000000
0.916468,0.628083,0.840336,0.148302,0.855336,13.000000
0.675144,0.170233,0.189764,0.926501,0.032215,5.000000
0.462535,0.313475,0.665077,0.839629,0.360378,9.000000
0.426902,0.981918,0.783917,0.897204,0.438762,17.000000
0.234076,0.411863,0.716092,0.109430,0.270469,21.000000
0.046636,0.432348,0.827446,0.024664,0.675324,25.000000
0.932496,0.236928,0.693635,0.975102,0.962278,10.000000
0.234929,0.100331,0.148283,0.702036,0.725759,6.000000
0.674237,0.336078,0.169777,0.580761,0.483680,7.000000
0.728834,0.441360,0.338640,0.293479,0.211470,16.000000
0.265746,0.094830,0.346857,0.036570,0.186414,19.000000
0.746770,0.325469,0.668237,0.716884,0.581185,9.000000
0.958698,0.021440,0.738653,0.958787,0.862272,22.000000
0.167893,0.326820,0.172452,0.601308,0.712188,20.000000
0.317074,0.539507,0.690921,0.421340,0.854016,18.000000
0.771550,0.064666,0.621125,0.235326,0.557518,4.000000
0.956888,0.879062,0.404516,0.291514,0.234406,24.000000
0.532515,0.114248,0.549275,0.001334,0.323850,4.000000
0.219934,0.971219,0.727242,0.349653,0.092845,2.000000
0.516801,0.213448,0.536430,0.835362,0.615793,22.000000
0.633788,0.541030,0.927266,0.931903,0.512723,10.000000
0.305759,0.459587,0.186558,0.636344,0.500092,8.000000
0.103300,0.197648,0.479632,0.887589,0.566391,22.000000
0.681535,0.339029,0.571411,0.447380,0.659130,4.000000
0.050576,0.493300,0.295993,0.326185,0.960917,20.000000
0.182695,0.311245,0.509893,0.863027,0.416670,3.000000
0.743865,0.856374,0.310016,0.392750,0.356556,24.000000
0.832856,0.044347,0.308421,0.679409,0.565443,7.000000
0.436289,0.539948,0.197585,0.430717,0.501703,4.000000
0.901189,0.260835,0.867829,0.644241,0.020341,5.000000
0.724631,0.035552,0.997381,0.872637,0.297344,22.000000
0.257411,0.381441,0.356167,0.372338,0.318277,3.000000
0.621133,0.164264,0.845981,0.812402,0.476483,22.000000
0.852730,0.247145,0.017565,0.619208,0.457909,7.000000
0.567165,0.899339,0.969926,0.634453,0.764056,10.000000
0.083808,0.160716,0.733205,0.431365,0.445965,3.000000
0.308608,0.607356,0.185165,0.626916,0.173799,8.000000
0.063826,0.330358,0.231140,0.888992,0.054953,8.000000
0.176614,0.548720,0.481067,0.045852,0.007252,19.000000
0.988068,0.658835,0.365406,0.470432,0.266550,16.000000
0.344874,0.649044,0.882812,0.184130,0.840362,25.000000
0.121557,0.214992,0.037175,0.140812,0.917303,20.000000
0.459439,0.077666,0.959727,0.878992,0.754683,22.000000
0.933473,0.220129,0.836369,0.689991,0.869759,10.000000
0.796912,0.346495,0.774399,0.262456,0.328592,9.000000
0.107906,0.935077,0.291003,0.520622,0.391333,0.000000
0.959928,0.335049,0.778546,0.855416,0.435606,10.000000
0.378172,0.747746,0.912896,0.754932,0.227126,0.000000
0.888308,0.387582,0.576229,0.831436,0.188395,5.000000
0.784510,0.596163,0.893342,0.171970,0.420682,25.000000
0.832843,0.019232,0.112201,0.990565,0.280394,7.000000
0.975543,0.182532,0.361094,0.752869,0.657778,7.000000
0.581122,0.529899,0.843440,0.234949,0.442471,12.000000
0.155452,0.595942,0.250544,0.333842,0.471251,3.000000
0.026771,0.091938,0.685929,0.428970,0.864790,1.000000
0.694672,0.008101,0.616712,0.093725,0.780933,13.000000
0.991508,0.531199,0.682780,0.237314,0.437598,16.000000
0.856095,0.167423,0.265536,0.445434,0.712249,4.000000
0.375884,0.927732,0.094457,0.370804,0.708954,20.000000
0.225987,0.656413,0.164217,0.055980,0.121016,19.000000
0.929985,0.551751,0.796346,0.332655,0.592659,16.000000
0.494952,0.945738,0.747575,0.730543,0.046353,0.000000
0.549670,0.466991,0.927842,0.257342,0.269833,12.000000
0.411346,0.243370,0.129184,0.857415,0.558277,14.000000
0.861363,0.831135,0.282042,0.547737,0.083218,15.000000
0.915252,0.404263,0.393676,0.302755,0.460664,16.000000
0.251759,0.374852,0.799947,0.834256,0.304182,22.000000
0.469014,0.873820,0.052673,0.889145,0.219184,8.000000
0.678539,0.582552,0.552941,0.859360,0.101572,9.000000
0.347028,0.538253,0.811289,0.216443,0.802930,18.000000
0.399638,0.188914,0.758986,0.090899,0.514767,12.000000
0.063876,0.356418,0.601077,0.556116,0.404655,3.000000
0.429048,0.226770,0.455883,0.953255,0.850453,6.000000
0.145233,0.029781,0.933524,0.526750,0.537838,1.000000
0.780718,0.314689,0.481908,0.968663,0.672149,14.000000
0.153745,0.133227,0.204265,0.766712,0.295377,8.000000
0.021389,0.944174,0.169713,0.009558,0.237132,2.000000
0.235029,0.422005,0.920390,0.879185,0.456895,22.000000
0.410900,0.555009,0.243454,0.052185,0.939224,20.000000
0.186699,0.198401,0.472460,0.491613,0.018434,3.000000
0.147955,0.378155,0.683731,0.228418,0.423014,3.000000
0.557345,0.888592,0.326071,0.133558,0.489272,24.000000
0.746722,0.109860,0.424683,0.017785,0.033559,11.000000
0.482953,0.298197,0.845107,0.602154,0.453933,12.000000
0.407935,0.497245,0.040439,0.892793,0.998303,6.000000
0.181487,0.120383,0.143577,0.661027,0.661441,4.000000
0.847924,0.751826,0.449690,0.612855,0.688285,23.000000
0.512736,0.475651,0.645097,0.557475,0.643942,17.000000
0.612855,0.719197,0.642804,0.519742,0.681797,17.000000
0.449482,0.241671,0.001418,0.559964,0.590655,4.000000
0.972049,0.361478,0.394133,0.201800,0.070534,16.000000
0.772804,0.249681,0.608905,0.687773,0.471237,9.000000
0.876352,0.443795,0.284909,0.896016,0.861564,14.000000
0.164040,0.025961,0.089986,0.286547,0.972260,20.000000
0.558516,0.373262,0.888716,0.453136,0.315239,12.000000
0.941220,0.849518,0.843668,0.512285,0.789438,10.000000
0.179353,0.573223,0.983846,0.290958,0.794352,18.000000
0.490478,0.039806,0.763019,0.168569,0.631474,13.000000
0.085664,0.946867,0.291724,0.226465,0.129136,2.000000
0.946002,0.711904,0.741661,0.499405,0.474728,10.000000
0.110021,0.559841,0.246916,0.977145,0.796581,20.000000
0.412992,0.151341,0.785332,0.122054,0.189334,12.000000
0.211521,0.556891,0.787057,0.314315,0.084670,21.000000
0.464538,0.748110,0.221664,0.219925,0.947227,20.000000
0.954154,0.990466,0.807660,0.188184,0.211982,24.000000
0.340225,0.318133,0.956528,0.789074,0.724009,22.000000
0.185963,0.909526,0.827870,0.163642,0.871170,18.000000
0.272248,0.080870,0.656822,0.653805,0.094932,3.000000
0.318852,0.992814,0.678427,0.730075,0.212917,0.000000
0.078782,0.276902,0.248898,0.234544,0.192754,3.000000
0.574756,0.328103,0.820345,0.183947,0.464627,12.000000
0.013658,0.481682,0.055838,0.977724,0.790592,8.000000
0.490111,0.086587,0.592445,0.758764,0.190717,9.000000
0.568208,0.814211,0.768248,0.802992,0.879323,17.000000
0.937682,0.405521,0.568769,0.790660,0.697140,10.000000
0.995520,0.013678,0.355133,0.281028,0.262316,11.000000
0.222530,0.709124,0.084759,0.741609,0.693426,20.000000
0.250804,0.252834,0.628861,0.762171,0.876486,1.000000
0.852140,0.964883,0.581385,0.908656,0.808513,10.000000
0.894668,0.011627,0.965903,0.473530,0.798183,13.000000
0.127204,0.395941,0.271461,0.291659,0.123256,3.000000
0.805764,0.009242,0.312505,0.174411,0.589039,4.000000
0.254252,0.258998,0.488338,0.652689,0.121305,3.000000
0.175511,0.247175,0.973748,0.397152,0.598990,1.000000
0.241543,0.490460,0.074119,0.034742,0.468734,19.000000
0.398659,0.136880,0.687601,0.992903,0.395647,22.000000
0.624559,0.962976,0.831535,0.463552,0.737489,25.000000
0.128135,0.512104,0.279060,0.161164,0.426281,3.000000
0.131015,0.698985,0.456240,0.531145,0.146376,3.000000
0.139772,0.583415,0.985010,0.096251,0.285731,21.000000
0.869459,0.072272,0.875886,0.524286,0.408267,9.000000
0.309681,0.297117,0.305803,0.884803,0.723795,6.000000
0.669723,0.798749,0.257115,0.618043,0.460066,23.000000
0.782442,0.309256,0.643179,0.882212,0.402150,9.000000
0.066622,0.516051,0.345972,0.672225,0.951033,20.000000
0.485608,0.466190,0.654585,0.103498,0.253506,19.000000
0.918979,0.669943,0.013444,0.204625,0.682837,16.000000
0.764399,0.839860,0.292177,0.931029,0.552947,23.000000
0.696539,0.596739,0.122740,0.963115,0.122876,23.000000
0.254882,0.813628,0.618597,0.838149,0.515736,17.000000
0.376993,0.921845,0.036252,0.856130,0.230818,8.000000
0.848736,0.139197,0.580219,0.888108,0.473540,9.000000
0.746567,0.804672,0.736494,0.925330,0.446834,10.000000
0.173125,0.047811,0.246460,0.143198,0.557949,4.000000
0.184945,0.038934,0.035990,0.831569,0.591450,8.000000
0.358085,0.894228,0.070197,0.980322,0.616292,23.000000
0.183464,0.679069,0.763381,0.429343,0.861633,18.000000
0.150732,0.278838,0.093492,0.210878,0.238729,3.000000
0.917633,0.078110,0.427415,0.532399,0.898693,14.000000
0.997696,0.753388,0.970791,0.787101,0.963203,10.000000
0.707271,0.079763,0.401920,0.646597,0.350719,9.000000
0.273384,0.577399,0.933502,0.034982,0.769231,25.000000
0.722727,0.963953,0.930711,0.762233,0.520409,10.000000
0.204268,0.545236,0.765352,0.895669,0.789712,18.000000
0.195267,0.599686,0.332173,0.009206,0.200221,19.000000
0.113221,0.842719,0.258506,0.284698,0.959937,20.000000
0.379087,0.009586,0.283846,0.119300,0.102809,4.000000
0.077487,0.593259,0.189348,0.361243,0.862018,20.000000
0.424338,0.915691,0.497938,0.398837,0.750389,18.000000
0.073175,0.089478,0.651974,0.486941,0.790415,1.000000
0.916271,0.388367,0.596410,0.500697,0.981611,13.000000
0.831084,0.911738,0.254340,0.772526,0.265473,23.000000
0.208743,0.944266,0.019304,0.965389,0.149262,8.000000
0.819438,0.275923,0.350702,0.216758,0.585514,4.000000
0.348096,0.657393,0.015647,0.064375,0.099661,19.000000
0.418994,0.814796,0.888178,0.244811,0.574370,25.000000
0.768365,0.288829,0.409008,0.523974,0.134875,9.000000
0.025982,0.152806,0.626854,0.073618,0.189696,21.000000
0.337854,0.077870,0.191699,0.911270,0.019299,8.000000
0.653432,0.384409,0.672649,0.588692,0.223499,9.000000
0.847209,0.491940,0.822536,0.406013,0.984686,13.000000
0.770489,0.965950,0.514326,0.473691,0.755454,23.000000
0.880291,0.964146,0.324552,0.798705,0.210646,23.000000
0.545574,0.179848,0.347397,0.931358,0.146091,9.000000
0.632401,0.592954,0.120738,0.325979,0.562982,16.000000
0.187179,0.800624,0.972157,0.214759,0.186912,2.000000
0.454935,0.747765,0.281601,0.019880,0.541221,16.000000
0.956601,0.391277,0.420135,0.968902,0.694608,23.000000
0.719172,0.562702,0.974609,0.688866,0.895033,10.000000
0.699379,0.735116,0.290411,0.303479,0.782985,16.000000
0.296706,0.562770,0.249352,0.816983,0.110501,8.000000
0.829447,0.602730,0.186910,0.542035,0.282499,15.000000
0.323467,0.351528,0.063319,0.985962,0.031535,8.000000
0.662497,0.371228,0.646010,0.356248,0.673751,4.000000
0.729236,0.690553,0.113962,0.656893,0.279988,15.000000
0.028801,0.414831,0.433543,0.467174,0.704824,20.000000
0.308844,0.315281,0.060552,0.686821,0.567826,8.000000
0.349425,0.705189,0.537358,0.469245,0.511325,18.000000
0.636348,0.660003,0.288958,0.140743,0.156634,19.000000
0.639391,0.872873,0.409496,0.169520,0.756602,24.000000
0.832489,0.880582,0.606831,0.860729,0.015415,0.000000
0.107236,0.092576,0.712605,0.069582,0.496364,12.000000
0.472707,0.310704,0.870405,0.170433,0.352463,12.000000
0.774172,0.030422,0.672950,0.816398,0.932268,22.000000
